gender,age,academic_pressure,cgpa,study_satisfaction,sleep_duration,dietary_habits,have_you_ever_had_suicidal_thoughts_,work_study_hours,financial_stress,family_history_of_mental_illness,degree_grouped,city_grouped
Male,27.0,3.0,6.37,1.0,'More than 8 hours',Moderate,Yes,12.0,2.0,No,MBA,Lucknow
Female,24.0,4.0,8.5,1.0,'More than 8 hours',Healthy,Yes,8.0,4.0,Yes,BBA,Kolkata
Male,22.0,3.0,7.52,3.0,'More than 8 hours',Unhealthy,Yes,1.0,5.0,Yes,BHM,Kalyan
Female,24.0,5.0,9.41,3.0,'More than 8 hours',Healthy,Yes,10.0,3.0,No,B.Ed,Hyderabad
Male,33.0,1.0,9.36,3.0,'7-8 hours',Moderate,Yes,11.0,5.0,No,BBA,Agra
Male,25.0,2.0,9.9,3.0,'More than 8 hours',Unhealthy,Yes,3.0,3.0,No,BSc,Kanpur
Female,31.0,1.0,6.08,3.0,'5-6 hours',Unhealthy,Yes,3.0,1.0,No,M.Pharm,Pune
Male,25.0,2.0,9.71,3.0,'7-8 hours',Moderate,No,6.0,4.0,Yes,B.Ed,Meerut
Male,28.0,1.0,9.63,2.0,'More than 8 hours',Unhealthy,No,1.0,2.0,No,MBA,Srinagar
Female,28.0,5.0,7.64,4.0,'Less than 5 hours',Healthy,Yes,12.0,5.0,Yes,MBA,Surat
Female,33.0,1.0,8.44,3.0,'7-8 hours',Healthy,No,2.0,4.0,Yes,MSc,Kanpur
Female,29.0,4.0,9.74,1.0,'7-8 hours',Moderate,Yes,10.0,1.0,No,B.Pharm,Kolkata
Male,19.0,5.0,5.98,2.0,'Less than 5 hours',Healthy,Yes,10.0,5.0,Yes,'Class 12',Agra
Female,26.0,1.0,9.19,2.0,'Less than 5 hours',Moderate,No,2.0,3.0,No,B.Ed,Jaipur
Female,27.0,4.0,7.94,4.0,'5-6 hours',Unhealthy,Yes,9.0,3.0,No,BHM,Srinagar
Male,30.0,5.0,9.96,4.0,'Less than 5 hours',Healthy,Yes,10.0,5.0,Yes,LLB,Thane
Male,26.0,3.0,7.68,4.0,'Less than 5 hours',Moderate,Yes,6.0,4.0,No,MCA,Visakhapatnam
Male,29.0,3.0,9.79,3.0,'5-6 hours',Unhealthy,No,6.0,1.0,No,MBBS,Kolkata
Male,24.0,1.0,9.41,3.0,'7-8 hours',Unhealthy,No,10.0,5.0,Yes,LLB,Srinagar
Male,22.0,2.0,9.49,4.0,'Less than 5 hours',Healthy,Yes,3.0,1.0,Yes,MSc,Kanpur
Male,21.0,2.0,7.47,5.0,'Less than 5 hours',Moderate,No,11.0,1.0,No,MSc,Kalyan
Male,31.0,1.0,9.56,3.0,'Less than 5 hours',Moderate,Yes,4.0,3.0,No,M.Pharm,Mumbai
Female,21.0,1.0,7.38,5.0,'Less than 5 hours',Moderate,No,6.0,4.0,Yes,BCA,Chennai
Male,26.0,3.0,7.75,2.0,'5-6 hours',Unhealthy,No,6.0,3.0,No,MSc,Ludhiana
Male,28.0,2.0,8.04,1.0,'5-6 hours',Unhealthy,No,7.0,3.0,No,B.Com,Bhopal
Female,25.0,3.0,7.27,2.0,'5-6 hours',Unhealthy,No,1.0,1.0,Yes,BA,Vadodara
Male,23.0,1.0,6.89,1.0,'Less than 5 hours',Unhealthy,Yes,0.0,5.0,No,MSc,Agra
Male,18.0,5.0,7.25,5.0,'7-8 hours',Unhealthy,Yes,11.0,5.0,Yes,'Class 12',Thane
Male,21.0,1.0,6.79,1.0,'More than 8 hours',Unhealthy,No,5.0,2.0,Yes,MBA,Ludhiana
Male,33.0,3.0,7.04,4.0,'7-8 hours',Moderate,No,6.0,1.0,Yes,MCA,Varanasi
Male,18.0,5.0,5.89,2.0,'7-8 hours',Healthy,No,9.0,5.0,No,'Class 12',Delhi
Female,24.0,4.0,8.03,1.0,'More than 8 hours',Healthy,No,11.0,5.0,No,B.Arch,Hyderabad
Male,20.0,4.0,6.08,3.0,'Less than 5 hours',Healthy,No,4.0,2.0,No,'Class 12',Thane
Female,25.0,3.0,6.78,3.0,'7-8 hours',Moderate,No,11.0,5.0,No,B.Arch,Kalyan
Female,21.0,5.0,9.19,1.0,'More than 8 hours',Unhealthy,Yes,9.0,5.0,No,BCA,Thane
Female,18.0,5.0,5.85,2.0,'5-6 hours',Moderate,Yes,12.0,5.0,Yes,'Class 12',Bhopal
Male,34.0,1.0,6.89,5.0,'Less than 5 hours',Moderate,Yes,3.0,1.0,No,MD,Vasai-Virar
Female,28.0,3.0,6.16,1.0,'5-6 hours',Moderate,No,1.0,2.0,No,B.Ed,Thane
Male,28.0,5.0,8.77,2.0,'Less than 5 hours',Unhealthy,Yes,12.0,1.0,No,B.Pharm,Kalyan
Male,19.0,3.0,7.64,4.0,'5-6 hours',Unhealthy,Yes,10.0,5.0,No,'Class 12',Chennai
Male,23.0,2.0,8.24,1.0,'5-6 hours',Moderate,No,1.0,3.0,Yes,MCA,Visakhapatnam
Male,33.0,1.0,8.79,3.0,'More than 8 hours',Healthy,Yes,10.0,5.0,No,LLB,Patna
Female,28.0,2.0,5.65,1.0,'Less than 5 hours',Unhealthy,Yes,7.0,4.0,Yes,BCA,Visakhapatnam
Male,20.0,1.0,9.96,4.0,'7-8 hours',Unhealthy,Yes,12.0,3.0,No,'Class 12',Kolkata
Male,27.0,2.0,7.38,5.0,'5-6 hours',Unhealthy,No,12.0,4.0,No,B.Com,Jaipur
Male,18.0,4.0,5.16,5.0,'7-8 hours',Healthy,No,4.0,2.0,No,'Class 12',Patna
Female,26.0,2.0,7.72,3.0,'More than 8 hours',Healthy,Yes,10.0,4.0,No,M.Com,Vadodara
Female,22.0,2.0,8.46,5.0,'Less than 5 hours',Unhealthy,No,6.0,3.0,No,BCA,Ghaziabad
Male,23.0,4.0,8.35,4.0,'More than 8 hours',Moderate,No,11.0,2.0,Yes,MBBS,Nashik
Female,26.0,1.0,7.15,2.0,'7-8 hours',Moderate,No,11.0,1.0,Yes,M.Tech,Kolkata
Male,21.0,4.0,6.08,1.0,'More than 8 hours',Healthy,Yes,2.0,4.0,No,BCA,Lucknow
Male,31.0,3.0,8.14,2.0,'5-6 hours',Moderate,No,11.0,5.0,Yes,LLB,Hyderabad
Male,18.0,2.0,6.78,5.0,'More than 8 hours',Unhealthy,No,8.0,1.0,No,'Class 12',Ludhiana
Male,27.0,1.0,9.56,5.0,'5-6 hours',Moderate,No,7.0,1.0,No,BHM,Srinagar
Male,19.0,3.0,7.04,1.0,'Less than 5 hours',Moderate,Yes,11.0,5.0,No,'Class 12',Kalyan
Female,19.0,4.0,7.32,2.0,'5-6 hours',Moderate,No,10.0,1.0,No,'Class 12',Varanasi
Male,32.0,1.0,8.5,4.0,'Less than 5 hours',Moderate,No,9.0,2.0,No,PhD,Meerut
Female,23.0,5.0,8.9,3.0,'Less than 5 hours',Moderate,Yes,11.0,1.0,No,B.Com,Thane
Male,19.0,3.0,9.56,1.0,'Less than 5 hours',Unhealthy,Yes,11.0,5.0,Yes,'Class 12',Bhopal
Male,22.0,4.0,8.14,2.0,'5-6 hours',Moderate,Yes,10.0,1.0,Yes,BBA,Ahmedabad
Male,26.0,2.0,5.77,5.0,'More than 8 hours',Moderate,Yes,9.0,5.0,Yes,BCA,Chennai
Female,25.0,3.0,9.6,3.0,'7-8 hours',Moderate,Yes,12.0,4.0,No,B.Arch,Chennai
Male,22.0,3.0,5.46,1.0,'Less than 5 hours',Healthy,Yes,10.0,4.0,Yes,MSc,Thane
Female,32.0,3.0,9.96,1.0,'Less than 5 hours',Moderate,Yes,2.0,3.0,No,Other,Visakhapatnam
Male,33.0,3.0,9.21,2.0,'5-6 hours',Moderate,Yes,11.0,5.0,Yes,B.Ed,Vasai-Virar
Male,19.0,1.0,7.04,2.0,'5-6 hours',Unhealthy,No,0.0,3.0,Yes,'Class 12',Agra
Female,28.0,2.0,5.16,2.0,'5-6 hours',Healthy,No,12.0,1.0,No,B.Ed,Lucknow
Female,19.0,4.0,8.96,3.0,'7-8 hours',Healthy,Yes,7.0,5.0,Yes,'Class 12',Vasai-Virar
Male,26.0,3.0,7.35,2.0,'More than 8 hours',Moderate,Yes,7.0,4.0,No,B.Com,Agra
Male,23.0,1.0,9.46,3.0,'5-6 hours',Unhealthy,No,0.0,4.0,Yes,M.Tech,Srinagar
Female,33.0,1.0,6.36,1.0,'5-6 hours',Moderate,Yes,2.0,4.0,No,MBBS,Visakhapatnam
Male,32.0,5.0,7.77,4.0,'Less than 5 hours',Unhealthy,Yes,0.0,4.0,No,PhD,Delhi
Male,31.0,2.0,6.78,2.0,'7-8 hours',Unhealthy,Yes,3.0,1.0,No,Other,Jaipur
Male,20.0,5.0,5.74,1.0,'7-8 hours',Moderate,Yes,8.0,5.0,No,'Class 12',Chennai
Female,20.0,3.0,7.7,3.0,'7-8 hours',Unhealthy,Yes,10.0,5.0,Yes,'Class 12',Rajkot
Male,31.0,5.0,8.38,1.0,'Less than 5 hours',Healthy,Yes,3.0,3.0,Yes,'Class 12',Patna
Female,33.0,3.0,5.88,3.0,'More than 8 hours',Moderate,No,7.0,1.0,Yes,M.Com,Jaipur
Female,29.0,3.0,9.74,5.0,'5-6 hours',Unhealthy,Yes,10.0,5.0,Yes,MD,Lucknow
Male,33.0,1.0,7.85,3.0,'Less than 5 hours',Unhealthy,No,10.0,2.0,No,Other,Ludhiana
Male,27.0,1.0,8.46,2.0,'Less than 5 hours',Unhealthy,Yes,11.0,4.0,No,BSc,Nashik
Male,24.0,5.0,8.95,1.0,'Less than 5 hours',Moderate,Yes,9.0,4.0,Yes,BSc,Delhi
Male,19.0,5.0,5.75,5.0,'5-6 hours',Moderate,No,9.0,2.0,No,'Class 12',Ghaziabad
Male,23.0,3.0,9.6,3.0,'7-8 hours',Moderate,No,9.0,3.0,No,MBBS,Bhopal
Female,33.0,4.0,5.64,3.0,'5-6 hours',Healthy,No,12.0,2.0,Yes,B.Com,Thane
Female,21.0,5.0,8.74,2.0,'Less than 5 hours',Moderate,No,12.0,3.0,Yes,M.Com,Mumbai
Male,27.0,4.0,5.74,2.0,'7-8 hours',Moderate,Yes,8.0,3.0,No,B.Ed,Chennai
Male,22.0,4.0,6.37,4.0,'7-8 hours',Healthy,Yes,2.0,5.0,No,BSc,Lucknow
Male,28.0,2.0,7.47,2.0,'Less than 5 hours',Unhealthy,No,2.0,1.0,Yes,MBBS,Rajkot
Male,22.0,3.0,9.93,4.0,'Less than 5 hours',Unhealthy,No,12.0,5.0,Yes,MBA,Ludhiana
Female,34.0,1.0,8.59,4.0,'5-6 hours',Unhealthy,No,12.0,1.0,No,BBA,Kolkata
Female,28.0,3.0,9.46,4.0,'7-8 hours',Moderate,Yes,7.0,4.0,No,MBA,Patna
Female,20.0,3.0,6.0,2.0,'7-8 hours',Healthy,No,4.0,5.0,Yes,'Class 12',Agra
Male,23.0,2.0,6.29,1.0,'Less than 5 hours',Unhealthy,No,10.0,5.0,No,B.Tech,Meerut
Male,33.0,2.0,9.03,2.0,'Less than 5 hours',Unhealthy,Yes,10.0,3.0,No,BCA,Patna
Female,20.0,5.0,8.0,3.0,'Less than 5 hours',Unhealthy,Yes,7.0,4.0,Yes,'Class 12',Vadodara
Male,34.0,1.0,6.27,2.0,'7-8 hours',Healthy,No,10.0,1.0,No,MD,Thane
Male,25.0,4.0,7.88,5.0,'5-6 hours',Unhealthy,Yes,6.0,5.0,Yes,MD,Vasai-Virar
Male,20.0,3.0,8.81,4.0,'5-6 hours',Unhealthy,Yes,10.0,2.0,No,'Class 12',Meerut
Female,21.0,3.0,5.75,2.0,'More than 8 hours',Moderate,No,10.0,5.0,Yes,'Class 12',Mumbai
Male,29.0,3.0,8.54,1.0,'More than 8 hours',Unhealthy,Yes,11.0,3.0,Yes,MD,Rajkot
Male,18.0,2.0,6.56,4.0,'More than 8 hours',Unhealthy,Yes,9.0,5.0,No,'Class 12',Visakhapatnam
Female,19.0,2.0,9.21,2.0,'5-6 hours',Healthy,Yes,12.0,4.0,Yes,'Class 12',Ludhiana
Male,19.0,3.0,9.44,1.0,'More than 8 hours',Moderate,Yes,10.0,4.0,Yes,'Class 12',Surat
Female,28.0,3.0,5.42,4.0,'More than 8 hours',Moderate,No,7.0,3.0,No,B.Pharm,Kolkata
Female,32.0,2.0,5.64,3.0,'More than 8 hours',Unhealthy,No,2.0,2.0,Yes,MCA,Pune
Female,25.0,5.0,8.04,3.0,'Less than 5 hours',Unhealthy,Yes,6.0,4.0,No,B.Com,Bhopal
Male,29.0,4.0,9.72,1.0,'More than 8 hours',Moderate,Yes,5.0,3.0,Yes,LLB,Rajkot
Male,26.0,4.0,9.71,1.0,'5-6 hours',Moderate,Yes,9.0,1.0,Yes,M.Tech,Lucknow
Female,25.0,5.0,7.47,2.0,'More than 8 hours',Unhealthy,Yes,8.0,5.0,Yes,BSc,Visakhapatnam
Male,20.0,3.0,6.51,4.0,'7-8 hours',Healthy,Yes,6.0,2.0,Yes,'Class 12',Hyderabad
Female,32.0,5.0,5.3,1.0,'7-8 hours',Moderate,Yes,6.0,5.0,No,MD,Visakhapatnam
Female,31.0,1.0,9.72,2.0,'More than 8 hours',Healthy,No,5.0,2.0,Yes,B.Tech,Patna
Male,21.0,3.0,8.35,5.0,'More than 8 hours',Unhealthy,Yes,9.0,5.0,No,MSc,Ahmedabad
Male,21.0,3.0,5.42,4.0,'Less than 5 hours',Healthy,Yes,10.0,2.0,Yes,B.Com,Jaipur
Male,24.0,3.0,5.11,2.0,'Less than 5 hours',Unhealthy,Yes,7.0,4.0,No,B.Tech,Agra
Female,30.0,3.0,8.27,5.0,'More than 8 hours',Healthy,No,3.0,2.0,Yes,BSc,Kanpur
Male,29.0,3.0,5.85,5.0,'5-6 hours',Moderate,No,10.0,2.0,No,B.Arch,Patna
Male,28.0,3.0,5.99,1.0,'5-6 hours',Unhealthy,No,12.0,2.0,Yes,M.Ed,Delhi
Male,32.0,3.0,5.11,4.0,'5-6 hours',Moderate,No,7.0,3.0,No,'Class 12',Patna
Female,28.0,3.0,7.28,5.0,'7-8 hours',Healthy,Yes,10.0,2.0,Yes,M.Ed,Vasai-Virar
Female,19.0,2.0,7.5,4.0,'Less than 5 hours',Moderate,Yes,5.0,5.0,No,'Class 12',Delhi
Male,31.0,5.0,8.38,3.0,'5-6 hours',Healthy,Yes,12.0,5.0,Yes,'Class 12',Patna
Male,22.0,5.0,8.9,5.0,'Less than 5 hours',Moderate,Yes,2.0,4.0,Yes,BBA,Kolkata
Male,31.0,4.0,9.98,4.0,'Less than 5 hours',Moderate,Yes,2.0,4.0,No,MD,Chennai
Female,34.0,2.0,5.86,2.0,'Less than 5 hours',Healthy,Yes,12.0,4.0,Yes,PhD,Agra
Female,29.0,4.0,7.47,2.0,'7-8 hours',Unhealthy,Yes,11.0,1.0,Yes,MD,Delhi
Male,27.0,5.0,7.47,4.0,'5-6 hours',Unhealthy,Yes,6.0,2.0,No,B.Com,Rajkot
Male,32.0,4.0,7.1,3.0,'5-6 hours',Unhealthy,Yes,9.0,5.0,Yes,M.Com,Ludhiana
Male,31.0,1.0,9.88,2.0,'5-6 hours',Moderate,No,0.0,1.0,Yes,M.Tech,Thane
Male,25.0,3.0,9.24,1.0,'7-8 hours',Healthy,No,1.0,3.0,Yes,BA,Kalyan
Male,23.0,4.0,6.26,3.0,'5-6 hours',Unhealthy,Yes,10.0,4.0,Yes,BSc,Lucknow
Female,18.0,4.0,5.83,3.0,'Less than 5 hours',Moderate,Yes,1.0,2.0,No,'Class 12',Nagpur
Female,31.0,5.0,7.88,4.0,'5-6 hours',Moderate,No,2.0,1.0,No,BHM,Other
Female,27.0,5.0,7.94,3.0,'5-6 hours',Healthy,No,10.0,1.0,No,B.Arch,Vasai-Virar
Male,30.0,1.0,5.82,5.0,'5-6 hours',Unhealthy,No,5.0,3.0,Yes,MSc,Bhopal
Female,25.0,3.0,8.04,4.0,'Less than 5 hours',Unhealthy,No,10.0,3.0,No,M.Ed,Pune
Female,32.0,2.0,6.47,2.0,'More than 8 hours',Healthy,Yes,4.0,5.0,Yes,BHM,Srinagar
Male,25.0,2.0,7.9,5.0,'5-6 hours',Healthy,Yes,12.0,3.0,Yes,BBA,Pune
Male,21.0,1.0,5.86,4.0,'5-6 hours',Moderate,No,2.0,5.0,No,MSc,Surat
Female,31.0,5.0,6.0,1.0,'Less than 5 hours',Moderate,Yes,8.0,3.0,No,B.Tech,Meerut
Female,34.0,2.0,9.84,5.0,'Less than 5 hours',Healthy,Yes,8.0,4.0,No,B.Ed,Kalyan
Male,18.0,5.0,7.94,4.0,'More than 8 hours',Unhealthy,Yes,8.0,3.0,Yes,'Class 12',Varanasi
Female,19.0,1.0,7.02,3.0,'5-6 hours',Unhealthy,Yes,0.0,5.0,No,'Class 12',Nashik
Male,22.0,3.0,7.25,2.0,'More than 8 hours',Moderate,Yes,10.0,1.0,Yes,BCA,Vasai-Virar
Female,22.0,4.0,5.57,2.0,'7-8 hours',Healthy,Yes,11.0,4.0,Yes,BHM,Pune
Male,26.0,4.0,9.04,3.0,'5-6 hours',Unhealthy,Yes,10.0,2.0,No,BA,Kalyan
Female,20.0,5.0,9.79,4.0,'Less than 5 hours',Healthy,Yes,9.0,2.0,Yes,BCA,Nagpur
Female,24.0,5.0,7.25,1.0,'More than 8 hours',Healthy,No,10.0,2.0,No,M.Ed,Delhi
Male,20.0,4.0,8.74,4.0,'5-6 hours',Unhealthy,Yes,9.0,5.0,Yes,'Class 12',Thane
Male,22.0,4.0,8.91,3.0,'Less than 5 hours',Unhealthy,Yes,10.0,5.0,Yes,B.Com,Kanpur
Male,31.0,2.0,7.26,4.0,'5-6 hours',Unhealthy,Yes,4.0,1.0,Yes,BE,Kolkata
Male,34.0,2.0,6.86,5.0,'Less than 5 hours',Unhealthy,No,11.0,2.0,Yes,BA,Other
Male,18.0,5.0,6.5,1.0,'Less than 5 hours',Moderate,Yes,3.0,2.0,No,'Class 12',Mumbai
Male,28.0,3.0,5.46,2.0,'Less than 5 hours',Unhealthy,Yes,10.0,3.0,Yes,M.Pharm,Hyderabad
Male,23.0,2.0,9.72,5.0,'More than 8 hours',Unhealthy,No,6.0,1.0,No,B.Tech,Mumbai
Female,23.0,3.0,8.92,1.0,'More than 8 hours',Unhealthy,Yes,1.0,5.0,No,BHM,Thane
Male,27.0,5.0,8.52,2.0,'5-6 hours',Unhealthy,Yes,12.0,1.0,Yes,MBA,Vasai-Virar
Male,34.0,2.0,9.94,3.0,'More than 8 hours',Healthy,Yes,6.0,3.0,Yes,MCA,Visakhapatnam
Female,31.0,3.0,5.77,4.0,'7-8 hours',Healthy,Yes,6.0,2.0,Yes,M.Tech,Thane
Male,18.0,4.0,9.72,4.0,'7-8 hours',Unhealthy,Yes,11.0,5.0,No,'Class 12',Delhi
Female,24.0,2.0,5.9,5.0,'5-6 hours',Moderate,No,3.0,2.0,Yes,BSc,Bangalore
Female,27.0,3.0,8.04,5.0,'5-6 hours',Unhealthy,Yes,2.0,3.0,Yes,BA,Agra
Female,34.0,2.0,7.27,5.0,'More than 8 hours',Unhealthy,Yes,11.0,2.0,Yes,Other,Visakhapatnam
Male,24.0,3.0,5.12,1.0,'More than 8 hours',Healthy,Yes,4.0,2.0,Yes,'Class 12',Other
Female,28.0,5.0,9.24,1.0,'5-6 hours',Unhealthy,Yes,12.0,2.0,No,BHM,Delhi
Female,33.0,4.0,7.72,4.0,'7-8 hours',Unhealthy,No,11.0,4.0,Yes,Other,Indore
Male,27.0,5.0,8.04,1.0,'5-6 hours',Healthy,No,11.0,3.0,Yes,Other,Kolkata
Female,28.0,4.0,9.1,2.0,'Less than 5 hours',Moderate,No,9.0,1.0,No,'Class 12',Meerut
Male,18.0,3.0,8.64,1.0,'Less than 5 hours',Moderate,Yes,9.0,2.0,No,'Class 12',Vasai-Virar
Male,31.0,4.0,5.47,4.0,'7-8 hours',Unhealthy,Yes,10.0,5.0,Yes,B.Com,Kalyan
Male,24.0,3.0,6.84,2.0,'Less than 5 hours',Unhealthy,Yes,10.0,5.0,Yes,M.Tech,Lucknow
Female,31.0,1.0,8.61,4.0,'5-6 hours',Healthy,No,10.0,1.0,Yes,LLB,Chennai
Male,33.0,1.0,6.47,1.0,'7-8 hours',Healthy,No,9.0,5.0,Yes,BHM,Varanasi
Female,33.0,4.0,5.17,4.0,'More than 8 hours',Healthy,No,6.0,5.0,Yes,Other,Pune
Female,19.0,4.0,6.0,4.0,'7-8 hours',Healthy,Yes,6.0,4.0,Yes,'Class 12',Agra
Male,28.0,3.0,7.87,2.0,'Less than 5 hours',Healthy,No,12.0,2.0,Yes,MSc,Patna
Male,28.0,3.0,9.88,4.0,'More than 8 hours',Unhealthy,Yes,10.0,3.0,No,MBBS,Jaipur
Male,29.0,5.0,8.95,2.0,'7-8 hours',Unhealthy,Yes,12.0,5.0,No,B.Pharm,Nashik
Male,19.0,1.0,7.49,1.0,'Less than 5 hours',Healthy,No,7.0,2.0,Yes,'Class 12',Agra
Male,21.0,4.0,9.21,3.0,'Less than 5 hours',Unhealthy,Yes,5.0,3.0,No,B.Com,Ludhiana
Female,28.0,5.0,8.63,3.0,'Less than 5 hours',Healthy,No,8.0,2.0,Yes,BHM,Bhopal
Male,33.0,4.0,8.23,4.0,'Less than 5 hours',Healthy,No,2.0,2.0,No,MD,Delhi
Male,25.0,2.0,6.1,2.0,'7-8 hours',Healthy,No,11.0,5.0,Yes,B.Com,Kolkata
Female,28.0,5.0,7.5,2.0,'5-6 hours',Healthy,Yes,4.0,4.0,No,Other,Nagpur
Male,33.0,3.0,7.07,5.0,'More than 8 hours',Healthy,Yes,8.0,3.0,Yes,MCA,Pune
Male,33.0,1.0,7.1,4.0,'Less than 5 hours',Moderate,No,0.0,1.0,Yes,MA,Visakhapatnam
Male,23.0,3.0,8.54,4.0,'More than 8 hours',Unhealthy,Yes,10.0,3.0,No,B.Arch,Hyderabad
Male,19.0,5.0,8.7,4.0,'More than 8 hours',Unhealthy,No,8.0,4.0,Yes,'Class 12',Vasai-Virar
Female,25.0,3.0,9.96,5.0,'Less than 5 hours',Moderate,Yes,10.0,5.0,Yes,B.Ed,Surat
Male,33.0,3.0,9.89,5.0,'7-8 hours',Healthy,No,8.0,1.0,No,PhD,Ahmedabad
Male,27.0,4.0,9.71,5.0,'5-6 hours',Unhealthy,Yes,11.0,5.0,No,PhD,Nashik
Female,32.0,5.0,8.95,1.0,'5-6 hours',Healthy,No,0.0,3.0,No,MBBS,Agra
Female,32.0,1.0,5.88,5.0,'Less than 5 hours',Moderate,Yes,3.0,4.0,No,MBA,Kalyan
Female,20.0,5.0,8.04,4.0,'More than 8 hours',Unhealthy,Yes,6.0,5.0,Yes,'Class 12',Hyderabad
Male,22.0,2.0,7.88,3.0,'7-8 hours',Unhealthy,Yes,7.0,3.0,Yes,M.Tech,Nashik
Male,31.0,3.0,8.54,4.0,'More than 8 hours',Unhealthy,No,1.0,3.0,No,LLB,Varanasi
Male,23.0,2.0,5.74,1.0,'More than 8 hours',Healthy,No,11.0,3.0,Yes,BSc,Pune
Male,21.0,1.0,6.74,3.0,'7-8 hours',Healthy,No,9.0,4.0,Yes,M.Tech,Ahmedabad
Male,32.0,5.0,8.01,1.0,'5-6 hours',Moderate,Yes,11.0,4.0,No,'Class 12',Ghaziabad
Female,22.0,3.0,8.07,1.0,'Less than 5 hours',Unhealthy,Yes,10.0,2.0,No,MSc,Nagpur
Male,29.0,4.0,9.96,2.0,'7-8 hours',Moderate,Yes,7.0,2.0,No,Other,Kolkata
Male,29.0,3.0,6.88,1.0,'7-8 hours',Moderate,No,0.0,1.0,Yes,BE,Kolkata
Female,20.0,3.0,8.5,3.0,'5-6 hours',Healthy,No,8.0,4.0,No,BHM,Indore
Male,22.0,1.0,6.37,1.0,'More than 8 hours',Unhealthy,Yes,1.0,5.0,Yes,MSc,Bhopal
Female,28.0,5.0,7.52,3.0,'More than 8 hours',Unhealthy,Yes,2.0,5.0,No,Other,Kalyan
Male,25.0,3.0,8.91,2.0,'Less than 5 hours',Unhealthy,Yes,5.0,5.0,Yes,M.Com,Jaipur
Male,30.0,4.0,8.59,3.0,'More than 8 hours',Unhealthy,No,11.0,1.0,No,MBA,Chennai
Male,18.0,3.0,9.44,4.0,'More than 8 hours',Unhealthy,No,7.0,1.0,No,'Class 12',Vasai-Virar
Male,28.0,4.0,7.21,2.0,'7-8 hours',Unhealthy,Yes,12.0,5.0,Yes,BCA,Lucknow
Female,27.0,1.0,6.37,4.0,'Less than 5 hours',Moderate,No,12.0,1.0,No,BBA,Patna
Male,26.0,1.0,5.08,4.0,'5-6 hours',Healthy,Yes,7.0,2.0,No,B.Tech,Kolkata
Female,34.0,4.0,9.34,2.0,'7-8 hours',Unhealthy,No,9.0,3.0,No,M.Ed,Srinagar
Male,25.0,1.0,8.28,5.0,'5-6 hours',Healthy,No,0.0,1.0,No,M.Ed,Pune
Male,18.0,5.0,5.37,4.0,'5-6 hours',Healthy,Yes,2.0,1.0,Yes,'Class 12',Vadodara
Male,21.0,5.0,7.64,1.0,'5-6 hours',Moderate,Yes,4.0,4.0,No,'Class 12',Hyderabad
Female,22.0,4.0,6.03,3.0,'5-6 hours',Healthy,Yes,6.0,3.0,No,Other,Vasai-Virar
Female,18.0,5.0,5.59,2.0,'5-6 hours',Moderate,Yes,10.0,4.0,Yes,'Class 12',Rajkot
Female,33.0,1.0,5.74,2.0,'5-6 hours',Moderate,No,4.0,1.0,Yes,BHM,Vadodara
Male,33.0,1.0,6.75,3.0,'Less than 5 hours',Unhealthy,No,11.0,3.0,Yes,BBA,Kanpur
Male,32.0,3.0,8.17,3.0,'Less than 5 hours',Moderate,Yes,8.0,5.0,No,BCA,Lucknow
Male,33.0,2.0,8.62,4.0,'More than 8 hours',Moderate,Yes,0.0,2.0,No,BCA,Bhopal
Female,33.0,3.0,5.59,2.0,'7-8 hours',Moderate,Yes,10.0,5.0,No,BSc,Bangalore
Female,24.0,4.0,9.44,2.0,'5-6 hours',Unhealthy,Yes,7.0,4.0,No,MSc,Lucknow
Female,31.0,1.0,8.69,4.0,'7-8 hours',Moderate,Yes,9.0,1.0,Yes,MCA,Indore
Female,31.0,2.0,9.96,1.0,'Less than 5 hours',Moderate,Yes,4.0,3.0,No,Other,Visakhapatnam
Female,33.0,2.0,8.28,2.0,'7-8 hours',Unhealthy,Yes,8.0,5.0,No,BCA,Bhopal
Male,19.0,5.0,8.78,3.0,'5-6 hours',Unhealthy,Yes,7.0,3.0,Yes,'Class 12',Chennai
Male,23.0,1.0,8.74,1.0,'7-8 hours',Unhealthy,Yes,6.0,3.0,No,B.Tech,Nashik
Male,34.0,3.0,8.74,4.0,'7-8 hours',Moderate,Yes,11.0,5.0,No,B.Ed,Hyderabad
Male,27.0,3.0,9.71,1.0,'7-8 hours',Moderate,Yes,8.0,5.0,No,PhD,Nashik
Female,33.0,4.0,6.25,5.0,'Less than 5 hours',Unhealthy,Yes,12.0,2.0,No,B.Ed,Hyderabad
Male,21.0,2.0,5.74,3.0,'5-6 hours',Unhealthy,No,8.0,2.0,No,B.Arch,Ludhiana
Male,26.0,3.0,6.39,3.0,'7-8 hours',Healthy,Yes,5.0,5.0,No,BE,Jaipur
Male,31.0,4.0,8.71,1.0,'5-6 hours',Unhealthy,Yes,7.0,3.0,Yes,MD,Hyderabad
Male,20.0,3.0,6.89,4.0,'More than 8 hours',Healthy,No,4.0,4.0,No,'Class 12',Kanpur
Female,33.0,2.0,7.27,5.0,'7-8 hours',Moderate,No,12.0,4.0,Yes,MSc,Patna
Male,20.0,5.0,6.65,3.0,'5-6 hours',Unhealthy,Yes,11.0,4.0,No,'Class 12',Lucknow
Male,31.0,3.0,5.08,2.0,'7-8 hours',Unhealthy,Yes,2.0,5.0,Yes,MSc,Srinagar
